invoice_no,customer_id,gender,age,category,quantity,price,payment_method,invoice_date,shopping_mall,revenue,,,,,,,,,,,,
I101475,C204569,Female,54,Souvenir,3,35.19,Credit Card,04-08-21,Kanyon,105.57,,,,,,,,,,,,
I101476,C295108,Female,59,Toys,2,71.68,Cash,06-05-22,Istinye Park,143.36,,,,,,,,,,,,
I101480,C145217,Female,29,Books,1,15.15,Credit Card,15-01-23,Metrocity,15.15,,,,,,,,,,,,
I101483,C670088,Female,54,Books,2,30.3,Cash,14-01-22,Viaport Outlet,60.6,,,,,,,,,,,,
I101489,C287411,Male,56,Toys,1,35.84,Credit Card,14-03-22,Zorlu Center,35.84,,,,,,,,,,,,
I101498,C431849,Female,52,Clothing,2,600.16,Debit Card,30-08-21,Mall of Istanbul,1200.32,,,,,,,,,,,,
I101499,C208394,Male,52,Clothing,4,1200.32,Cash,16-06-22,Kanyon,4801.28,,,,,,,,,,,,
I101509,C416542,Female,48,Food & Beverage,2,10.46,Cash,23-04-22,Istinye Park,20.92,,,,,,,,,,,,
I101511,C286261,Male,58,Food & Beverage,4,20.92,Credit Card,06-10-21,Kanyon,83.68,,,,,,,,,,,,
I101512,C657278,Female,43,Clothing,4,1200.32,Cash,30-07-21,Kanyon,4801.28,,,,,,,,,,,,
I101518,C107937,Female,37,Toys,4,143.36,Cash,09-04-22,Mall of Istanbul,573.44,,,,,,,,,,,,
I101520,C260507,Female,32,Clothing,1,300.08,Debit Card,12-03-21,Kanyon,300.08,,,,,,,,,,,,
I101521,C234258,Male,54,Clothing,5,1500.4,Debit Card,28-03-22,Forum Istanbul,7502,,,,,,,,,,,,
I101525,C616099,Female,69,Clothing,3,900.24,Cash,22-10-21,Zorlu Center,2700.72,,,,,,,,,,,,
I101526,C332894,Female,24,Clothing,5,1500.4,Cash,18-08-22,Forum Istanbul,7502,,,,,,,,,,,,
I101528,C149902,Female,60,Technology,5,5250,Cash,19-05-22,Zorlu Center,26250,,,,,,,,,,,,
I101529,C203227,Female,20,Toys,5,179.2,Debit Card,17-01-21,Metrocity,896,,,,,,,,,,,,
I101532,C128002,Male,56,Toys,3,107.52,Cash,01-07-22,Cevahir AVM,322.56,,,,,,,,,,,,
I101535,C219503,Female,39,Cosmetics,4,162.64,Credit Card,01-03-23,Istinye Park,650.56,,,,,,,,,,,,
I101536,C323102,Female,66,Toys,2,71.68,Credit Card,07-12-22,Emaar Square Mall,143.36,,,,,,,,,,,,
I101537,C168070,Female,26,Souvenir,1,11.73,Credit Card,06-11-21,Cevahir AVM,11.73,,,,,,,,,,,,
I101541,C210572,Female,58,Clothing,3,900.24,Debit Card,13-12-21,Istinye Park,2700.72,,,,,,,,,,,,
I101544,C208879,Female,48,Cosmetics,2,81.32,Credit Card,13-02-21,Metrocity,162.64,,,,,,,,,,,,
I101546,C121708,Female,45,Shoes,2,1200.34,Credit Card,18-02-23,Metrocity,2400.68,,,,,,,,,,,,
I101549,C311614,Female,45,Toys,3,107.52,Debit Card,20-07-21,Zorlu Center,322.56,,,,,,,,,,,,
I101551,C164448,Female,45,Clothing,2,600.16,Debit Card,27-12-21,Metrocity,1200.32,,,,,,,,,,,,
I101554,C273482,Female,41,Clothing,2,600.16,Cash,01-08-21,Emaar Square Mall,1200.32,,,,,,,,,,,,
I101555,C758873,Female,25,Cosmetics,5,203.3,Debit Card,05-06-22,Kanyon,1016.5,,,,,,,,,,,,
I101569,C148240,Male,21,Toys,2,71.68,Credit Card,14-07-22,Emaar Square Mall,143.36,,,,,,,,,,,,
I101572,C210353,Female,50,Clothing,4,1200.32,Cash,06-11-22,Metropol AVM,4801.28,,,,,,,,,,,,
I101573,C150669,Female,57,Cosmetics,4,162.64,Cash,28-07-22,Cevahir AVM,650.56,,,,,,,,,,,,
I101574,C178897,Female,32,Food & Beverage,2,10.46,Credit Card,02-02-23,Kanyon,20.92,,,,,,,,,,,,
I101576,C262719,Male,58,Clothing,1,300.08,Debit Card,12-08-21,Kanyon,300.08,,,,,,,,,,,,
I101578,C302346,Female,61,Books,3,45.45,Cash,04-03-23,Metrocity,136.35,,,,,,,,,,,,
I101580,C266174,Male,47,Clothing,4,1200.32,Debit Card,03-04-21,Kanyon,4801.28,,,,,,,,,,,,
I101585,C157226,Female,65,Books,3,45.45,Credit Card,26-09-22,Mall of Istanbul,136.35,,,,,,,,,,,,
I101587,C434876,Female,53,Technology,5,5250,Cash,11-01-22,Metropol AVM,26250,,,,,,,,,,,,
I101588,C769285,Female,63,Clothing,3,900.24,Cash,17-05-21,Kanyon,2700.72,,,,,,,,,,,,
I101592,C228966,Female,54,Books,1,15.15,Credit Card,25-10-21,Kanyon,15.15,,,,,,,,,,,,
I101594,C117752,Female,50,Shoes,3,1800.51,Cash,08-08-21,Cevahir AVM,5401.53,,,,,,,,,,,,
I101596,C309263,Female,43,Books,5,75.75,Cash,30-08-21,Kanyon,378.75,,,,,,,,,,,,
I101598,C338372,Female,59,Cosmetics,2,81.32,Credit Card,30-07-21,Metrocity,162.64,,,,,,,,,,,,
I101603,C309591,Male,67,Toys,2,71.68,Cash,05-10-21,Kanyon,143.36,,,,,,,,,,,,
I101605,C756859,Female,30,Clothing,2,600.16,Cash,25-01-23,Mall of Istanbul,1200.32,,,,,,,,,,,,
I101606,C279630,Male,25,Clothing,1,300.08,Cash,28-11-21,Mall of Istanbul,300.08,,,,,,,,,,,,
I101612,C185174,Male,39,Toys,3,107.52,Credit Card,28-12-22,Metrocity,322.56,,,,,,,,,,,,
I101618,C203219,Male,24,Clothing,1,300.08,Cash,10-01-21,Kanyon,300.08,,,,,,,,,,,,
I101620,C104200,Female,69,Clothing,4,1200.32,Debit Card,12-08-21,Kanyon,4801.28,,,,,,,,,,,,
I101621,C325188,Female,18,Souvenir,4,46.92,Cash,19-03-22,Kanyon,187.68,,,,,,,,,,,,
I101624,C115743,Male,62,Cosmetics,3,121.98,Cash,15-10-21,Kanyon,365.94,,,,,,,,,,,,
I101627,C144374,Male,59,Food & Beverage,2,10.46,Debit Card,26-08-22,Zorlu Center,20.92,,,,,,,,,,,,
I101629,C102585,Male,41,Cosmetics,3,121.98,Cash,25-09-21,Mall of Istanbul,365.94,,,,,,,,,,,,
I101634,C318714,Female,19,Clothing,1,300.08,Debit Card,11-03-22,Metrocity,300.08,,,,,,,,,,,,
I101635,C695700,Female,18,Toys,5,179.2,Cash,03-06-22,Forum Istanbul,896,,,,,,,,,,,,
I101638,C217867,Female,27,Technology,2,2100,Cash,22-07-22,Metrocity,4200,,,,,,,,,,,,
I101641,C483550,Male,37,Toys,3,107.52,Credit Card,06-12-21,Cevahir AVM,322.56,,,,,,,,,,,,
I101642,C296856,Female,39,Clothing,4,1200.32,Debit Card,22-10-21,Mall of Istanbul,4801.28,,,,,,,,,,,,
I101645,C683241,Female,63,Clothing,4,1200.32,Credit Card,10-11-22,Metrocity,4801.28,,,,,,,,,,,,
I101649,C801987,Male,41,Technology,3,3150,Cash,12-11-21,Metropol AVM,9450,,,,,,,,,,,,
I101653,C185129,Female,68,Souvenir,2,23.46,Cash,10-04-21,Kanyon,46.92,,,,,,,,,,,,
I101658,C254846,Female,63,Cosmetics,1,40.66,Credit Card,18-09-21,Mall of Istanbul,40.66,,,,,,,,,,,,
I101659,C197249,Female,67,Shoes,5,3000.85,Cash,29-11-22,Viaport Outlet,15004.25,,,,,,,,,,,,
I101661,C156543,Female,45,Clothing,4,1200.32,Cash,06-08-22,Emaar Square Mall,4801.28,,,,,,,,,,,,
I101667,C142998,Female,41,Souvenir,5,58.65,Credit Card,14-09-22,Metrocity,293.25,,,,,,,,,,,,
I101669,C308898,Male,32,Toys,3,107.52,Credit Card,01-08-22,Viaport Outlet,322.56,,,,,,,,,,,,
I101670,C584201,Female,34,Clothing,1,300.08,Cash,02-02-21,Metropol AVM,300.08,,,,,,,,,,,,
I101672,C976493,Male,21,Books,2,30.3,Credit Card,23-01-21,Metrocity,60.6,,,,,,,,,,,,
I101674,C284838,Male,22,Cosmetics,1,40.66,Credit Card,12-06-21,Viaport Outlet,40.66,,,,,,,,,,,,
I101675,C302289,Female,20,Cosmetics,3,121.98,Debit Card,06-10-22,Metrocity,365.94,,,,,,,,,,,,
I101676,C179567,Female,39,Clothing,2,600.16,Cash,10-02-23,Kanyon,1200.32,,,,,,,,,,,,
I101677,C518156,Female,22,Books,5,75.75,Credit Card,23-01-21,Cevahir AVM,378.75,,,,,,,,,,,,
I101682,C201671,Female,46,Clothing,4,1200.32,Cash,07-12-22,Cevahir AVM,4801.28,,,,,,,,,,,,
I101684,C280909,Female,25,Souvenir,5,58.65,Credit Card,28-08-22,Mall of Istanbul,293.25,,,,,,,,,,,,
I101686,C520399,Female,30,Clothing,3,900.24,Debit Card,03-12-21,Istinye Park,2700.72,,,,,,,,,,,,
I101691,C322262,Male,67,Souvenir,4,46.92,Cash,05-03-21,Mall of Istanbul,187.68,,,,,,,,,,,,
I101700,C156564,Male,56,Cosmetics,2,81.32,Credit Card,04-03-22,Istinye Park,162.64,,,,,,,,,,,,
I101703,C113813,Female,65,Cosmetics,1,40.66,Credit Card,01-11-22,Mall of Istanbul,40.66,,,,,,,,,,,,
I101704,C568729,Female,22,Toys,3,107.52,Credit Card,10-05-21,Kanyon,322.56,,,,,,,,,,,,
I101708,C103055,Male,55,Food & Beverage,1,5.23,Cash,25-05-21,Metrocity,5.23,,,,,,,,,,,,
I101709,C800815,Female,20,Clothing,5,1500.4,Debit Card,02-09-21,Mall of Istanbul,7502,,,,,,,,,,,,
I101711,C354279,Male,48,Food & Beverage,3,15.69,Credit Card,18-06-21,Metropol AVM,47.07,,,,,,,,,,,,
I101714,C273113,Female,33,Books,3,45.45,Cash,11-10-22,Mall of Istanbul,136.35,,,,,,,,,,,,
I101716,C254712,Female,19,Clothing,2,600.16,Debit Card,04-11-21,Istinye Park,1200.32,,,,,,,,,,,,
I101717,C143132,Male,42,Cosmetics,5,203.3,Cash,03-12-21,Kanyon,1016.5,,,,,,,,,,,,
I101720,C105307,Male,67,Cosmetics,1,40.66,Cash,29-03-22,Metrocity,40.66,,,,,,,,,,,,
I101724,C331264,Female,60,Food & Beverage,5,26.15,Cash,16-03-22,Metrocity,130.75,,,,,,,,,,,,
I101727,C145580,Male,67,Clothing,2,600.16,Cash,04-05-22,Cevahir AVM,1200.32,,,,,,,,,,,,
I101728,C183537,Female,48,Cosmetics,2,81.32,Cash,07-11-21,Mall of Istanbul,162.64,,,,,,,,,,,,
I101730,C378627,Female,41,Toys,5,179.2,Credit Card,19-12-21,Kanyon,896,,,,,,,,,,,,
I101731,C125296,Female,41,Books,3,45.45,Cash,23-01-23,Mall of Istanbul,136.35,,,,,,,,,,,,
I101734,C150574,Female,26,Shoes,2,1200.34,Credit Card,08-09-21,Metropol AVM,2400.68,,,,,,,,,,,,
I101739,C152510,Male,49,Clothing,1,300.08,Debit Card,04-02-21,Kanyon,300.08,,,,,,,,,,,,
I101740,C136633,Male,22,Toys,1,35.84,Debit Card,12-11-21,Istinye Park,35.84,,,,,,,,,,,,
I101741,C319933,Male,68,Shoes,3,1800.51,Credit Card,21-07-21,Mall of Istanbul,5401.53,,,,,,,,,,,,
I101742,C123907,Female,34,Toys,5,179.2,Credit Card,17-01-21,Mall of Istanbul,896,,,,,,,,,,,,
I101743,C158928,Male,48,Cosmetics,3,121.98,Cash,31-03-22,Metrocity,365.94,,,,,,,,,,,,
I101745,C105559,Male,42,Shoes,5,3000.85,Cash,05-04-21,Cevahir AVM,15004.25,,,,,,,,,,,,
I101752,C116715,Female,45,Souvenir,4,46.92,Cash,16-05-21,Metropol AVM,187.68,,,,,,,,,,,,
I101753,C336142,Female,29,Cosmetics,5,203.3,Credit Card,25-04-21,Istinye Park,1016.5,,,,,,,,,,,,
I101754,C125307,Female,53,Clothing,4,1200.32,Debit Card,24-09-21,Kanyon,4801.28,,,,,,,,,,,,
I101755,C333796,Female,53,Clothing,3,900.24,Debit Card,19-02-21,Metrocity,2700.72,,,,,,,,,,,,
I101765,C280567,Male,41,Clothing,3,900.24,Credit Card,07-08-21,Kanyon,2700.72,,,,,,,,,,,,
I101767,C181289,Female,30,Food & Beverage,4,20.92,Credit Card,22-10-22,Metropol AVM,83.68,,,,,,,,,,,,
I101768,C249684,Female,56,Cosmetics,3,121.98,Credit Card,24-01-22,Mall of Istanbul,365.94,,,,,,,,,,,,
I101769,C306686,Male,61,Food & Beverage,5,26.15,Debit Card,18-04-22,Viaport Outlet,130.75,,,,,,,,,,,,
I101775,C867251,Female,64,Clothing,2,600.16,Credit Card,14-02-23,Mall of Istanbul,1200.32,,,,,,,,,,,,
I101779,C114592,Female,62,Books,3,45.45,Debit Card,14-03-22,Mall of Istanbul,136.35,,,,,,,,,,,,
I101782,C221270,Female,26,Cosmetics,5,203.3,Credit Card,22-06-21,Mall of Istanbul,1016.5,,,,,,,,,,,,
I101785,C279161,Female,31,Shoes,5,3000.85,Debit Card,13-07-22,Kanyon,15004.25,,,,,,,,,,,,
I101790,C310170,Female,68,Books,1,15.15,Credit Card,06-09-21,Kanyon,15.15,,,,,,,,,,,,
I101795,C207950,Male,39,Clothing,4,1200.32,Debit Card,25-01-23,Metrocity,4801.28,,,,,,,,,,,,
I101799,C789602,Female,59,Technology,3,3150,Credit Card,18-05-22,Viaport Outlet,9450,,,,,,,,,,,,
I101806,C322425,Female,42,Clothing,1,300.08,Credit Card,05-01-22,Mall of Istanbul,300.08,,,,,,,,,,,,
I101809,C148190,Female,21,Clothing,5,1500.4,Cash,10-11-21,Mall of Istanbul,7502,,,,,,,,,,,,
I101810,C259949,Female,69,Toys,4,143.36,Credit Card,05-07-21,Emaar Square Mall,573.44,,,,,,,,,,,,
I101819,C787263,Female,59,Toys,3,107.52,Cash,17-06-22,Metropol AVM,322.56,,,,,,,,,,,,
I101820,C324317,Male,69,Clothing,1,300.08,Cash,14-08-21,Emaar Square Mall,300.08,,,,,,,,,,,,
I101822,C178709,Female,53,Food & Beverage,4,20.92,Debit Card,04-07-22,Istinye Park,83.68,,,,,,,,,,,,
I101823,C121785,Male,64,Clothing,4,1200.32,Credit Card,22-06-21,Emaar Square Mall,4801.28,,,,,,,,,,,,
I101827,C150375,Female,27,Toys,3,107.52,Cash,11-11-22,Kanyon,322.56,,,,,,,,,,,,
I101829,C207614,Female,52,Technology,2,2100,Credit Card,25-11-21,Istinye Park,4200,,,,,,,,,,,,
I101832,C261194,Female,40,Cosmetics,3,121.98,Credit Card,25-12-22,Kanyon,365.94,,,,,,,,,,,,
I101834,C407525,Female,69,Toys,5,179.2,Cash,23-04-21,Istinye Park,896,,,,,,,,,,,,
I101837,C288430,Female,33,Shoes,4,2400.68,Credit Card,14-05-22,Metrocity,9602.72,,,,,,,,,,,,
I101840,C128251,Male,61,Clothing,3,900.24,Credit Card,28-03-22,Kanyon,2700.72,,,,,,,,,,,,
I101842,C158131,Female,62,Shoes,1,600.17,Credit Card,27-04-21,Metropol AVM,600.17,,,,,,,,,,,,
I101843,C300621,Female,61,Clothing,5,1500.4,Cash,18-01-23,Kanyon,7502,,,,,,,,,,,,
I101852,C224985,Male,32,Clothing,2,600.16,Debit Card,04-03-23,Mall of Istanbul,1200.32,,,,,,,,,,,,
I101854,C190002,Male,41,Shoes,1,600.17,Cash,14-10-22,Mall of Istanbul,600.17,,,,,,,,,,,,
I101855,C120734,Female,25,Books,4,60.6,Cash,18-02-23,Forum Istanbul,242.4,,,,,,,,,,,,
I101857,C227245,Female,34,Souvenir,2,23.46,Cash,29-04-22,Metropol AVM,46.92,,,,,,,,,,,,
I101862,C352919,Female,24,Shoes,2,1200.34,Credit Card,02-12-22,Viaport Outlet,2400.68,,,,,,,,,,,,
I101865,C248634,Female,47,Clothing,1,300.08,Cash,15-01-23,Mall of Istanbul,300.08,,,,,,,,,,,,
I101869,C578801,Male,27,Technology,2,2100,Cash,25-01-23,Mall of Istanbul,4200,,,,,,,,,,,,
I101870,C350587,Female,68,Shoes,3,1800.51,Cash,24-03-21,Metropol AVM,5401.53,,,,,,,,,,,,
I101871,C233682,Female,26,Cosmetics,4,162.64,Cash,22-01-23,Kanyon,650.56,,,,,,,,,,,,
I101873,C844870,Female,67,Clothing,2,600.16,Credit Card,14-12-21,Emaar Square Mall,1200.32,,,,,,,,,,,,
I101879,C419320,Male,52,Cosmetics,2,81.32,Credit Card,18-06-21,Kanyon,162.64,,,,,,,,,,,,
I101882,C225381,Male,38,Clothing,4,1200.32,Cash,10-06-22,Zorlu Center,4801.28,,,,,,,,,,,,
I101885,C199456,Male,57,Books,4,60.6,Credit Card,18-04-21,Forum Istanbul,242.4,,,,,,,,,,,,
I101887,C169919,Male,32,Souvenir,4,46.92,Cash,16-08-21,Metrocity,187.68,,,,,,,,,,,,
I101888,C216076,Male,69,Clothing,5,1500.4,Cash,22-02-21,Metropol AVM,7502,,,,,,,,,,,,
I101889,C121577,Female,52,Shoes,3,1800.51,Cash,17-02-22,Metropol AVM,5401.53,,,,,,,,,,,,
I101891,C180405,Female,21,Cosmetics,2,81.32,Debit Card,20-09-22,Cevahir AVM,162.64,,,,,,,,,,,,
I101893,C586871,Female,36,Food & Beverage,1,5.23,Credit Card,12-04-22,Viaport Outlet,5.23,,,,,,,,,,,,
I101896,C113243,Male,51,Food & Beverage,2,10.46,Credit Card,27-03-22,Kanyon,20.92,,,,,,,,,,,,
I101901,C241557,Male,53,Food & Beverage,4,20.92,Cash,27-04-21,Istinye Park,83.68,,,,,,,,,,,,
I101902,C195949,Female,64,Clothing,5,1500.4,Credit Card,05-04-21,Mall of Istanbul,7502,,,,,,,,,,,,
I101904,C106038,Female,23,Souvenir,1,11.73,Credit Card,22-02-21,Kanyon,11.73,,,,,,,,,,,,
I101905,C147666,Female,36,Cosmetics,3,121.98,Cash,24-02-21,Kanyon,365.94,,,,,,,,,,,,
I101906,C306258,Male,65,Shoes,2,1200.34,Credit Card,29-05-22,Metrocity,2400.68,,,,,,,,,,,,
I101910,C304301,Male,41,Souvenir,4,46.92,Cash,29-03-22,Viaport Outlet,187.68,,,,,,,,,,,,
I101912,C499795,Female,46,Cosmetics,5,203.3,Debit Card,29-07-22,Zorlu Center,1016.5,,,,,,,,,,,,
I101915,C112646,Male,42,Clothing,1,300.08,Credit Card,22-09-22,Kanyon,300.08,,,,,,,,,,,,
I101919,C209103,Male,32,Clothing,4,1200.32,Credit Card,20-10-21,Metropol AVM,4801.28,,,,,,,,,,,,
I101920,C208660,Female,37,Food & Beverage,4,20.92,Debit Card,26-10-21,Cevahir AVM,83.68,,,,,,,,,,,,
I101921,C243839,Female,39,Books,3,45.45,Credit Card,16-02-23,Emaar Square Mall,136.35,,,,,,,,,,,,
I101925,C329689,Male,66,Technology,3,3150,Debit Card,03-02-23,Mall of Istanbul,9450,,,,,,,,,,,,
I101927,C156809,Male,53,Books,2,30.3,Credit Card,15-06-21,Mall of Istanbul,60.6,,,,,,,,,,,,
I101934,C153128,Male,41,Cosmetics,3,121.98,Debit Card,31-12-21,Emaar Square Mall,365.94,,,,,,,,,,,,
I101940,C283119,Female,18,Souvenir,5,58.65,Cash,25-12-22,Istinye Park,293.25,,,,,,,,,,,,
I101953,C316666,Male,52,Technology,3,3150,Cash,16-02-21,Metrocity,9450,,,,,,,,,,,,
I101967,C218507,Female,26,Food & Beverage,5,26.15,Cash,25-02-23,Istinye Park,130.75,,,,,,,,,,,,
I101968,C134978,Male,56,Clothing,3,900.24,Credit Card,24-01-23,Metrocity,2700.72,,,,,,,,,,,,
I101972,C182834,Female,57,Clothing,5,1500.4,Credit Card,03-02-22,Metrocity,7502,,,,,,,,,,,,
I101974,C184510,Male,57,Toys,5,179.2,Credit Card,11-11-21,Mall of Istanbul,896,,,,,,,,,,,,
I101975,C208782,Female,22,Clothing,2,600.16,Cash,07-01-22,Kanyon,1200.32,,,,,,,,,,,,
I101978,C188650,Female,42,Clothing,5,1500.4,Debit Card,14-08-22,Mall of Istanbul,7502,,,,,,,,,,,,
I101979,C109876,Male,25,Clothing,2,600.16,Cash,22-02-23,Mall of Istanbul,1200.32,,,,,,,,,,,,
I101982,C116333,Female,40,Technology,5,5250,Cash,01-02-21,Emaar Square Mall,26250,,,,,,,,,,,,
I101983,C889640,Male,57,Toys,1,35.84,Credit Card,16-09-21,Zorlu Center,35.84,,,,,,,,,,,,
I101984,C117381,Male,45,Clothing,2,600.16,Credit Card,01-10-22,Metrocity,1200.32,,,,,,,,,,,,
I101989,C269810,Male,66,Clothing,4,1200.32,Credit Card,28-03-21,Zorlu Center,4801.28,,,,,,,,,,,,
I101993,C158626,Female,52,Shoes,1,600.17,Cash,02-10-21,Zorlu Center,600.17,,,,,,,,,,,,
I101996,C157238,Female,32,Cosmetics,3,121.98,Cash,15-06-21,Kanyon,365.94,,,,,,,,,,,,
I102001,C167373,Female,54,Food & Beverage,5,26.15,Debit Card,24-05-21,Kanyon,130.75,,,,,,,,,,,,
I102006,C133645,Female,64,Clothing,2,600.16,Debit Card,07-01-21,Kanyon,1200.32,,,,,,,,,,,,
I102008,C171022,Female,47,Clothing,5,1500.4,Debit Card,15-02-23,Forum Istanbul,7502,,,,,,,,,,,,
I102009,C146739,Female,31,Shoes,1,600.17,Cash,13-11-21,Forum Istanbul,600.17,,,,,,,,,,,,
I102014,C158673,Male,37,Food & Beverage,1,5.23,Cash,26-02-21,Metropol AVM,5.23,,,,,,,,,,,,
I102015,C127328,Female,18,Clothing,3,900.24,Cash,23-01-22,Viaport Outlet,2700.72,,,,,,,,,,,,
I102020,C244182,Male,20,Food & Beverage,4,20.92,Debit Card,10-08-22,Kanyon,83.68,,,,,,,,,,,,
I102021,C178086,Female,43,Toys,4,143.36,Cash,07-04-22,Forum Istanbul,573.44,,,,,,,,,,,,
I102024,C132062,Female,19,Souvenir,5,58.65,Credit Card,10-11-22,Kanyon,293.25,,,,,,,,,,,,
I102025,C119370,Male,51,Books,3,45.45,Credit Card,14-09-22,Forum Istanbul,136.35,,,,,,,,,,,,
I102031,C208014,Female,43,Toys,1,35.84,Cash,06-09-22,Kanyon,35.84,,,,,,,,,,,,
I102037,C523688,Female,58,Toys,1,35.84,Cash,21-10-22,Metrocity,35.84,,,,,,,,,,,,
I102038,C227579,Male,58,Food & Beverage,1,5.23,Cash,19-05-21,Cevahir AVM,5.23,,,,,,,,,,,,
I102040,C184203,Male,39,Toys,4,143.36,Cash,20-07-21,Istinye Park,573.44,,,,,,,,,,,,
I102041,C846159,Male,50,Cosmetics,3,121.98,Cash,21-08-21,Mall of Istanbul,365.94,,,,,,,,,,,,
I102042,C539103,Male,42,Cosmetics,3,121.98,Credit Card,01-08-21,Kanyon,365.94,,,,,,,,,,,,
I102045,C105667,Male,40,Food & Beverage,3,15.69,Credit Card,22-05-21,Metropol AVM,47.07,,,,,,,,,,,,
I102047,C203711,Male,65,Toys,3,107.52,Credit Card,01-06-21,Metropol AVM,322.56,,,,,,,,,,,,
I102048,C597678,Male,23,Books,1,15.15,Debit Card,05-08-21,Mall of Istanbul,15.15,,,,,,,,,,,,
I102049,C282234,Female,58,Cosmetics,4,162.64,Cash,17-02-22,Metropol AVM,650.56,,,,,,,,,,,,
I102051,C283917,Male,20,Clothing,2,600.16,Credit Card,26-07-22,Mall of Istanbul,1200.32,,,,,,,,,,,,
I102053,C318494,Female,56,Clothing,2,600.16,Cash,13-05-21,Mall of Istanbul,1200.32,,,,,,,,,,,,
I102054,C948047,Female,38,Clothing,1,300.08,Credit Card,07-05-22,Viaport Outlet,300.08,,,,,,,,,,,,
I102058,C245703,Female,50,Cosmetics,1,40.66,Debit Card,27-04-22,Mall of Istanbul,40.66,,,,,,,,,,,,
I102059,C297169,Female,45,Souvenir,3,35.19,Cash,13-12-22,Cevahir AVM,105.57,,,,,,,,,,,,
I102061,C181574,Male,36,Shoes,5,3000.85,Credit Card,11-03-22,Kanyon,15004.25,,,,,,,,,,,,
I102065,C799164,Female,40,Clothing,2,600.16,Debit Card,23-04-22,Metropol AVM,1200.32,,,,,,,,,,,,
I102068,C317485,Female,20,Souvenir,1,11.73,Cash,07-07-21,Metrocity,11.73,,,,,,,,,,,,
I102069,C273829,Female,65,Food & Beverage,2,10.46,Cash,25-01-22,Viaport Outlet,20.92,,,,,,,,,,,,
I102070,C205475,Male,26,Clothing,4,1200.32,Cash,20-04-21,Forum Istanbul,4801.28,,,,,,,,,,,,
I102072,C283005,Female,38,Cosmetics,5,203.3,Credit Card,05-10-22,Kanyon,1016.5,,,,,,,,,,,,
I102075,C127805,Female,61,Cosmetics,1,40.66,Cash,30-07-21,Metrocity,40.66,,,,,,,,,,,,
I102082,C402987,Female,31,Souvenir,5,58.65,Credit Card,20-06-22,Metrocity,293.25,,,,,,,,,,,,
I102084,C339822,Male,25,Shoes,2,1200.34,Cash,19-02-22,Metrocity,2400.68,,,,,,,,,,,,
I102088,C184837,Male,36,Clothing,3,900.24,Cash,08-05-21,Metropol AVM,2700.72,,,,,,,,,,,,
I102091,C190233,Female,26,Toys,3,107.52,Debit Card,15-03-22,Istinye Park,322.56,,,,,,,,,,,,
I102092,C172569,Female,21,Shoes,5,3000.85,Cash,16-11-22,Viaport Outlet,15004.25,,,,,,,,,,,,
I102100,C252261,Female,69,Souvenir,1,11.73,Debit Card,31-03-22,Kanyon,11.73,,,,,,,,,,,,
I102101,C270792,Female,30,Clothing,5,1500.4,Debit Card,21-07-22,Kanyon,7502,,,,,,,,,,,,
I102102,C628484,Male,66,Shoes,2,1200.34,Credit Card,11-06-22,Istinye Park,2400.68,,,,,,,,,,,,
I102107,C294500,Male,31,Clothing,5,1500.4,Debit Card,06-09-22,Mall of Istanbul,7502,,,,,,,,,,,,
I102108,C316403,Female,28,Shoes,4,2400.68,Credit Card,25-06-21,Zorlu Center,9602.72,,,,,,,,,,,,
I102112,C308314,Male,26,Clothing,3,900.24,Credit Card,25-12-21,Metrocity,2700.72,,,,,,,,,,,,
I102115,C629211,Male,50,Clothing,5,1500.4,Debit Card,02-02-23,Metrocity,7502,,,,,,,,,,,,
I102118,C336690,Female,69,Cosmetics,3,121.98,Cash,10-02-23,Kanyon,365.94,,,,,,,,,,,,
I102119,C299453,Female,37,Clothing,1,300.08,Credit Card,20-05-22,Forum Istanbul,300.08,,,,,,,,,,,,
I102120,C207445,Female,19,Clothing,1,300.08,Debit Card,14-08-22,Forum Istanbul,300.08,,,,,,,,,,,,
I102128,C183134,Male,21,Clothing,4,1200.32,Credit Card,04-08-22,Metrocity,4801.28,,,,,,,,,,,,
I102131,C330136,Female,65,Food & Beverage,1,5.23,Debit Card,12-04-22,Zorlu Center,5.23,,,,,,,,,,,,
I102133,C121237,Female,36,Clothing,1,300.08,Credit Card,10-01-22,Kanyon,300.08,,,,,,,,,,,,
I102141,C329384,Male,34,Clothing,1,300.08,Debit Card,28-02-22,Mall of Istanbul,300.08,,,,,,,,,,,,
I102142,C234980,Female,22,Shoes,2,1200.34,Debit Card,24-12-22,Istinye Park,2400.68,,,,,,,,,,,,
I102143,C163307,Female,64,Shoes,3,1800.51,Credit Card,19-01-22,Kanyon,5401.53,,,,,,,,,,,,
I102144,C317414,Female,45,Souvenir,4,46.92,Cash,07-12-21,Mall of Istanbul,187.68,,,,,,,,,,,,
I102148,C127692,Female,60,Clothing,4,1200.32,Credit Card,15-01-22,Metrocity,4801.28,,,,,,,,,,,,
I102149,C253677,Female,53,Clothing,4,1200.32,Debit Card,22-03-22,Mall of Istanbul,4801.28,,,,,,,,,,,,
I102150,C336009,Male,48,Cosmetics,3,121.98,Debit Card,23-10-22,Kanyon,365.94,,,,,,,,,,,,
I102151,C460226,Female,64,Toys,2,71.68,Cash,29-11-22,Kanyon,143.36,,,,,,,,,,,,
